WaDEBenUse,UniqueCount,len_WBU
"Domestic,In-stream Flow,Municipal Irrigation,Recreation",1,4
"Commercial/Industrial,Fire,Municipal Irrigation",1,3
"Commercial/Industrial,Mining,Recreation",1,3
"In-stream Flow,Recreation,Reservoir Storage,Unspecified",1,4
"Domestic,Municipal Irrigation,Unspecified",1,3
"Aquifer Recharge,Commercial/Industrial,Public Supply",1,3
"Fire,Other,Recreation,Reservoir Storage,Unspecified",1,5
"Aquaculture,Livestock,Other,Reservoir Storage,Unspecified",1,5
"Aquaculture,In-stream Flow,Other,Recreation,Unspecified",1,5
"Fire,Livestock,Reservoir Storage,Unspecified",1,4
"Municipal Irrigation,Other,Reservoir Storage,Unspecified",1,4
"Fire,Livestock,Municipal Irrigation",1,3
"Fire,Municipal Irrigation,Other,Recreation,Unspecified",1,5
"In-stream Flow,Other,Reservoir Storage",1,3
"Agriculture Irrigation,Domestic,Thermoelectric Cooling,Unspecified",1,4
"Aquaculture,Municipal Irrigation,Recreation,Unspecified",1,4
"Agriculture Irrigation,Commercial/Industrial,Domestic,Thermoelectric Cooling,Unspecified",1,5
"In-stream Flow,Reservoir Storage,Unspecified",1,3
"Commercial/Industrial,Fire,Reservoir Storage,Unspecified",1,4
"Domestic,Fire,Other,Reservoir Storage,Unspecified",1,5
"In-stream Flow,Municipal Irrigation,Unspecified",1,3
"Domestic,Livestock,Reservoir Storage,Unspecified",1,4
"Aquaculture,Fire,In-stream Flow,Reservoir Storage,Unspecified",1,5
"Domestic,In-stream Flow,Livestock,Municipal Irrigation,Recreation",1,5
"Domestic,Fire,In-stream Flow,Recreation,Unspecified",1,5
"Agriculture Irrigation,Domestic,Municipal Irrigation,Recreation,Unspecified",1,5
"Livestock,Municipal Irrigation,Other,Recreation,Unspecified",1,5
"Agriculture Irrigation,Aquifer Recharge,In-stream Flow,Other",1,4
"Fire,In-stream Flow,Municipal Irrigation,Unspecified",1,4
"Municipal Irrigation,Other,Recreation,Unspecified",1,4
"Livestock,Other,Recreation,Reservoir Storage,Unspecified",1,5
"Aquaculture,Domestic,Thermoelectric Cooling,Unspecified",1,4
"Fire,Livestock,Other,Recreation,Unspecified",1,5
"In-stream Flow,Thermoelectric Cooling",1,2
"Agriculture Irrigation,Commercial/Industrial,Mining,Other,Reservoir Storage",1,5
"In-stream Flow,Municipal Irrigation,Other",1,3
"Agriculture Irrigation,Commercial/Industrial,Domestic,Other,Public Supply,Reservoir Storage",1,6
"Agriculture Irrigation,Commercial/Industrial,Domestic,Mining,Public Supply",1,5
"Commercial/Industrial,Domestic,Mining,Other,Recreation",1,5
"Agriculture Irrigation,Aquifer Recharge,Livestock,Mining",1,4
"Commercial/Industrial,Mining,Recreation,Reservoir Storage",1,4
"Fire,Municipal Irrigation,Other",1,3
"Agriculture Irrigation,Domestic,Livestock,Municipal Irrigation,Recreation",1,5
"Agriculture Irrigation,Aquifer Recharge,Mining",1,3
"Agriculture Irrigation,Aquifer Recharge,Commercial/Industrial,Domestic,Hydroelectric,Mining,Other,Recreation",1,8
"Agriculture Irrigation,Fire,Livestock,Public Supply",1,4
"Domestic,In-stream Flow,Livestock,Recreation",1,4
"Hydroelectric,Other,Recreation",1,3
"Agriculture Irrigation,Domestic,Fire,Livestock,Recreation,Thermoelectric Cooling",1,6
"Commercial/Industrial,Hydroelectric,Other",1,3
"Commercial/Industrial,Domestic,In-stream Flow,Other",1,4
"Agriculture Irrigation,Commercial/Industrial,Domestic,Hydroelectric,In-stream Flow,Mining,Other,Recreation",1,8
"Agriculture Irrigation,Commercial/Industrial,Livestock,Recreation,Reservoir Storage",1,5
"Commercial/Industrial,Domestic,Mining,Public Supply,Recreation",1,5
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Hydroelectric,Mining,Other,Public Supply,Recreation",1,9
"Commercial/Industrial,Domestic,Other,Recreation,Treated Wastewater/Reuse",1,5
"Aquaculture,Commercial/Industrial,Other",1,3
"Commercial/Industrial,Mining,Unspecified",1,3
"Agriculture Irrigation,Aquifer Recharge,In-stream Flow",1,3
"Agriculture Irrigation,Commercial/Industrial,Mining,Other,Public Supply",1,5
"Agriculture Irrigation,Commercial/Industrial,Domestic,Hydroelectric,Mining,Municipal Irrigation,Other,Recreation",1,8
"Domestic,Municipal Irrigation,Recreation,Unspecified",1,4
"Commercial/Industrial,Recreation,Reservoir Storage",1,3
"Agriculture Irrigation,Commercial/Industrial,In-stream Flow,Municipal Irrigation,Other,Recreation",1,6
"Commercial/Industrial,Livestock,Mining,Recreation",1,4
"Fire,In-stream Flow,Livestock",1,3
"Commercial/Industrial,Fire,Livestock,Other",1,4
"Domestic,Fire,Hydroelectric",1,3
"Agriculture Irrigation,In-stream Flow,Public Supply",1,3
"Commercial/Industrial,Domestic,Reservoir Storage",1,3
"Aquaculture,Domestic,Fire,Livestock,Municipal Irrigation",1,5
"Domestic,In-stream Flow,Livestock,Other",1,4
"Commercial/Industrial,Municipal Irrigation,Recreation,Thermoelectric Cooling",1,4
"Agriculture Irrigation,Commercial/Industrial,Domestic,Hydroelectric,In-stream Flow,Recreation",1,6
"Agriculture Irrigation,Commercial/Industrial,Domestic,Hydroelectric,In-stream Flow,Mining",1,6
"Agriculture Irrigation,Aquaculture,Fire,Other,Public Supply,Recreation,Reservoir Storage",1,7
"Domestic,Hydroelectric,Unspecified",1,3
"Agriculture Irrigation,In-stream Flow,Livestock,Recreation,Reservoir Storage",1,5
"Agriculture Irrigation,Domestic,Livestock,Snow",1,4
"Other,Snow",1,2
"Aquaculture,Commercial/Industrial,Domestic,Fire,Livestock,Unspecified",1,6
"Agriculture Irrigation,Domestic,Fire,Hydroelectric,Other,Public Supply,Reservoir Storage",1,7
"Aquaculture,Domestic,Fire,Livestock,Unspecified",1,5
"Commercial/Industrial,Other,Recreation,Thermoelectric Cooling",1,4
"Agriculture Irrigation,Commercial/Industrial,Livestock,Recreation,Unspecified",1,5
"Agriculture Irrigation,Commercial/Industrial,Domestic,Fire,Livestock,Other,Public Supply",1,7
"Aquaculture,Commercial/Industrial,Domestic,Fire",1,4
"Agriculture Irrigation,Livestock,Public Supply,Recreation,Unspecified",1,5
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Other,Reservoir Storage",1,6
"Agriculture Irrigation,Commercial/Industrial,Hydroelectric,Other",1,4
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Fire,Public Supply,Recreation,Reservoir Storage,Snow",1,9
"Agriculture Irrigation,Commercial/Industrial,Domestic,Fire,Public Supply,Reservoir Storage,Snow",1,7
"Agriculture Irrigation,Aquifer Recharge,Commercial/Industrial,Domestic,Fire,Livestock,Other,Public Supply,Recreation",1,9
"Agriculture Irrigation,Commercial/Industrial,Domestic,Fire,Livestock,Public Supply,Recreation,Reservoir Storage,Unspecified",1,9
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Fire,Hydroelectric,Other,Public Supply,Recreation",1,8
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Hydroelectric,Other,Public Supply,Recreation",1,8
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Hydroelectric,Recreation,Reservoir Storage",1,7
"Aquaculture,Commercial/Industrial,Domestic,Fire,Livestock,Public Supply",1,6
"Agriculture Irrigation,Aquaculture,Domestic,Fire,Livestock,Public Supply",1,6
"Commercial/Industrial,Domestic,Public Supply,Recreation,Snow",1,5
"Commercial/Industrial,Domestic,Fire,Hydroelectric,Livestock,Other",1,6
"Agriculture Irrigation,Aquaculture,Livestock,Public Supply,Recreation",1,5
"Aquaculture,In-stream Flow,Livestock,Recreation",1,4
"Livestock,Other,Public Supply,Unspecified",1,4
"Commercial/Industrial,Fire,Livestock,Public Supply",1,4
"Agriculture Irrigation,Aquaculture,Fire,Livestock,Public Supply,Recreation",1,6
"Aquaculture,Domestic,Livestock,Public Supply,Recreation",1,5
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Fire,Hydroelectric,Public Supply,Recreation",1,8
"Aquaculture,Domestic,Fire,Livestock,Public Supply,Recreation",1,6
"Agriculture Irrigation,Aquifer Recharge,Commercial/Industrial,Domestic,Fire,Public Supply",1,6
"Agriculture Irrigation,Aquaculture,Aquifer Recharge,Commercial/Industrial,Domestic,Fire,Public Supply,Recreation,Unspecified",1,9
"Domestic,Livestock,Other,Recreation,Reservoir Storage",1,5
"Aquaculture,Commercial/Industrial,Fire,Public Supply,Recreation",1,5
"Agriculture Irrigation,Aquaculture,Domestic,Fire,Public Supply",1,5
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Fire,Livestock,Public Supply",1,7
"Agriculture Irrigation,Other,Public Supply,Recreation,Reservoir Storage,Unspecified",1,6
"Agriculture Irrigation,Commercial/Industrial,Public Supply,Snow",1,4
"Agriculture Irrigation,Commercial/Industrial,Domestic,Livestock,Other,Public Supply,Unspecified",1,7
"Domestic,Fire,Other,Recreation,Reservoir Storage",1,5
"Commercial/Industrial,Domestic,Snow,Unspecified",1,4
"Agriculture Irrigation,Commercial/Industrial,Hydroelectric,Public Supply,Reservoir Storage,Unspecified",1,6
"Agriculture Irrigation,Aquaculture,Domestic,Fire,Other,Public Supply,Recreation",1,7
"Aquifer Recharge,Other,Public Supply",1,3
"Aquifer Recharge,Snow,Unspecified",1,3
"Agriculture Irrigation,Domestic,Hydroelectric,Livestock,Public Supply,Recreation",1,6
"Commercial/Industrial,Domestic,Fire,Other,Public Supply,Unspecified",1,6
"Domestic,Hydroelectric,Livestock",1,3
"Commercial/Industrial,Public Supply,Recreation,Snow,Unspecified",1,5
"Domestic,Public Supply,Thermoelectric Cooling",1,3
"Agriculture Irrigation,Aquifer Recharge,Commercial/Industrial,Domestic,Livestock,Other,Public Supply,Recreation,Unspecified",1,9
"Agriculture Irrigation,Commercial/Industrial,Domestic,Hydroelectric,Public Supply,Recreation,Reservoir Storage",1,7
"Agriculture Irrigation,Commercial/Industrial,Livestock,Public Supply,Snow,Unspecified",1,6
"Agriculture Irrigation,Commercial/Industrial,Other,Public Supply,Recreation,Snow,Unspecified",1,7
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Fire,Livestock,Public Supply,Recreation,Snow,Unspecified",1,10
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Fire,Livestock,Other,Public Supply,Recreation,Snow",1,10
"Agriculture Irrigation,Other,Public Supply,Recreation,Unspecified",1,5
"Agriculture Irrigation,Aquaculture,Domestic,Livestock,Public Supply",1,5
"Commercial/Industrial,Snow",1,2
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Other,Public Supply",1,5
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,In-stream Flow,Other,Public Supply,Snow",1,8
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Fire,Public Supply,Recreation",1,6
"Agriculture Irrigation,Aquaculture,Other,Recreation,Snow",1,5
"Agriculture Irrigation,Domestic,Fire,Livestock,Public Supply,Recreation",1,6
"Agriculture Irrigation,Domestic,Hydroelectric,Livestock,Public Supply",1,5
"Aquaculture,Hydroelectric,Recreation",1,3
"Agriculture Irrigation,Aquifer Recharge,Snow",1,3
"Public Supply,Recreation,Unspecified",1,3
"Commercial/Industrial,Public Supply,Snow",1,3
"Commercial/Industrial,Hydroelectric,Public Supply",1,3
"Fire,Snow",1,2
"Public Supply,Snow,Unspecified",1,3
"Domestic,Hydroelectric,Other,Reservoir Storage",1,4
"Agriculture Irrigation,Commercial/Industrial,Hydroelectric,In-stream Flow,Public Supply,Recreation,Unspecified",1,7
"Agriculture Irrigation,Aquaculture,Other,Public Supply",1,4
"Commercial/Industrial,Public Supply,Snow,Unspecified",1,4
"Commercial/Industrial,Other,Public Supply,Recreation",1,4
"Commercial/Industrial,Domestic,Hydroelectric,Public Supply,Unspecified",1,5
"Agriculture Irrigation,Aquifer Recharge,Commercial/Industrial,Domestic,Fire,Hydroelectric,Other,Recreation,Unspecified",1,9
"Agriculture Irrigation,Hydroelectric,Public Supply",1,3
"Agriculture Irrigation,Domestic,Hydroelectric,Public Supply,Recreation",1,5
"Agriculture Irrigation,Commercial/Industrial,Domestic,Fire,Hydroelectric,Reservoir Storage,Unspecified",1,7
"Agriculture Irrigation,Aquifer Recharge,Domestic,In-stream Flow,Unspecified",1,5
"Agriculture Irrigation,Domestic,Fire,Hydroelectric,Other",1,5
"Agriculture Irrigation,Aquaculture,Hydroelectric,Livestock,Recreation",1,5
"Agriculture Irrigation,Aquaculture,Hydroelectric,Livestock,Other,Recreation",1,6
"Agriculture Irrigation,Commercial/Industrial,Domestic,Fire,In-stream Flow,Public Supply,Recreation",1,7
"Aquaculture,Domestic,Livestock,Public Supply,Unspecified",1,5
"Domestic,In-stream Flow,Public Supply,Recreation",1,4
"Agriculture Irrigation,Aquaculture,Domestic,Livestock,Public Supply,Unspecified",1,6
"Commercial/Industrial,Fire,Other,Recreation,Thermoelectric Cooling",1,5
"Aquaculture,Domestic,Reservoir Storage,Thermoelectric Cooling",1,4
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Fire,Livestock,Public Supply,Recreation,Reservoir Storage,Unspecified",1,10
"Agriculture Irrigation,Commercial/Industrial,Domestic,Fire,Hydroelectric,Other,Public Supply,Reservoir Storage,Unspecified",1,9
"Agriculture Irrigation,Commercial/Industrial,Domestic,Fire,Hydroelectric,Public Supply,Unspecified",1,7
"Agriculture Irrigation,Domestic,Hydroelectric,Public Supply,Unspecified",1,5
"Agriculture Irrigation,Aquaculture,Aquifer Recharge,Commercial/Industrial,Domestic,Livestock,Other,Recreation,Reservoir Storage,Unspecified",1,10
"Agriculture Irrigation,Livestock,Snow",1,3
"Agriculture Irrigation,Aquifer Recharge,Domestic,Other,Reservoir Storage,Unspecified",1,6
"Agriculture Irrigation,Commercial/Industrial,Mining,Unspecified",1,4
"Livestock,Public Supply,Recreation,Unspecified",1,4
"Agriculture Irrigation,Livestock,Other,Public Supply,Recreation",1,5
"Agriculture Irrigation,Commercial/Industrial,Livestock,Public Supply,Recreation",1,5
"Agriculture Irrigation,Commercial/Industrial,Domestic,Livestock,Mining",1,5
"Agriculture Irrigation,Domestic,Livestock,Mining,Public Supply",1,5
"Agriculture Irrigation,Domestic,Mining,Public Supply,Unspecified",1,5
"Agriculture Irrigation,Commercial/Industrial,Domestic,Mining,Unspecified",1,5
"Agriculture Irrigation,Commercial/Industrial,Domestic,In-stream Flow,Other,Public Supply,Unspecified",1,7
"Commercial/Industrial,Fire,Hydroelectric",1,3
"Agriculture Irrigation,Aquaculture,Fire,Other,Recreation,Reservoir Storage,Unspecified",1,7
"Agriculture Irrigation,Domestic,Hydroelectric,Other,Public Supply",1,5
"Agriculture Irrigation,Aquaculture,Fire,Hydroelectric,Livestock,Other,Recreation,Reservoir Storage,Unspecified",1,9
"Agriculture Irrigation,Commercial/Industrial,Other,Recreation,Unspecified",1,5
"Agriculture Irrigation,Aquifer Recharge,Commercial/Industrial",1,3
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Livestock,Other",1,6
"Agriculture Irrigation,Aquifer Recharge,Commercial/Industrial,Domestic,Fire,Public Supply,Unspecified",1,7
"Agriculture Irrigation,Commercial/Industrial,Domestic,Fire,Other,Public Supply,Reservoir Storage",1,7
"Agriculture Irrigation,Aquifer Recharge,Livestock,Recreation,Unspecified",1,5
"Agriculture Irrigation,Commercial/Industrial,Domestic,Fire,Hydroelectric,Other,Recreation,Unspecified",1,8
"Agriculture Irrigation,Aquaculture,Domestic,Fire,Hydroelectric,Livestock,Other,Public Supply,Recreation,Unspecified",1,10
"Agriculture Irrigation,Commercial/Industrial,Domestic,Hydroelectric,Other,Public Supply,Recreation,Unspecified",1,8
"Agriculture Irrigation,Domestic,Fire,Livestock,Other,Recreation,Unspecified",1,7
"Agriculture Irrigation,Commercial/Industrial,Domestic,Fire,Hydroelectric,Livestock,Reservoir Storage,Unspecified",1,8
"Agriculture Irrigation,Commercial/Industrial,Fire,Hydroelectric,Livestock,Reservoir Storage,Unspecified",1,7
"Agriculture Irrigation,Aquaculture,Domestic,Livestock,Other,Public Supply",1,6
"Domestic,Public Supply,Recreation,Snow,Unspecified",1,5
"Domestic,Public Supply,Recreation,Snow",1,4
"Aquaculture,Hydroelectric,Recreation,Reservoir Storage",1,4
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Hydroelectric,Other,Public Supply",1,7
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Livestock,Public Supply,Unspecified",1,7
"Domestic,In-stream Flow,Public Supply",1,3
"Agriculture Irrigation,Aquaculture,Aquifer Recharge,Domestic,Livestock,Other",1,6
"Agriculture Irrigation,Commercial/Industrial,Domestic,Hydroelectric,Livestock,Other,Public Supply,Reservoir Storage",1,8
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Hydroelectric,Other,Recreation,Unspecified",1,8
"Agriculture Irrigation,Aquifer Recharge,Commercial/Industrial,Domestic,In-stream Flow,Public Supply,Reservoir Storage,Unspecified",1,8
"Commercial/Industrial,Domestic,Hydroelectric,Livestock,Other,Unspecified",1,6
"Commercial/Industrial,Domestic,Hydroelectric,Livestock,Other",1,5
"Agriculture Irrigation,Domestic,Public Supply,Snow",1,4
"Commercial/Industrial,Domestic,Fire,Public Supply,Snow",1,5
"Aquaculture,Domestic,Hydroelectric,Recreation",1,4
"Domestic,Fire,Hydroelectric,Public Supply",1,4
"Commercial/Industrial,Domestic,Fire,Other,Public Supply,Recreation",1,6
"Agriculture Irrigation,Aquaculture,Public Supply",1,3
"Agriculture Irrigation,Commercial/Industrial,Livestock,Other,Public Supply",1,5
"Agriculture Irrigation,Commercial/Industrial,Fire,Reservoir Storage,Unspecified",1,5
"Fire,Public Supply,Recreation",1,3
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Livestock,Other,Public Supply",1,7
"Aquaculture,Commercial/Industrial,Fire",1,3
"Agriculture Irrigation,Commercial/Industrial,Domestic,Livestock,Public Supply,Snow",1,6
"Agriculture Irrigation,Aquaculture,Livestock,Reservoir Storage,Unspecified",1,5
"Agriculture Irrigation,Commercial/Industrial,Domestic,Fire,Hydroelectric,Other",1,6
"Agriculture Irrigation,Aquaculture,Other,Reservoir Storage,Unspecified",1,5
"Aquaculture,Domestic,Fire,Public Supply,Recreation",1,5
"Agriculture Irrigation,Aquaculture,Hydroelectric",1,3
"Agriculture Irrigation,Aquaculture,Domestic,Other,Recreation,Reservoir Storage",1,6
"Aquaculture,Domestic,Public Supply,Recreation",1,4
"Agriculture Irrigation,Commercial/Industrial,Domestic,Hydroelectric,Other",1,5
"Agriculture Irrigation,Commercial/Industrial,Domestic,Fire,Livestock,Other,Recreation,Snow",1,8
"Agriculture Irrigation,Commercial/Industrial,Fire,Livestock,Other,Recreation,Snow",1,7
"Aquaculture,Fire,Public Supply,Unspecified",1,4
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Livestock,Other,Public Supply,Recreation,Reservoir Storage,Thermoelectric Cooling",1,10
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Fire,Livestock,Other,Recreation,Reservoir Storage",1,8
"Agriculture Irrigation,Aquaculture,Hydroelectric,Public Supply",1,4
"Agriculture Irrigation,Aquaculture,Fire,Recreation,Snow,Unspecified",1,6
"Agriculture Irrigation,Fire,Other,Recreation,Thermoelectric Cooling",1,5
"Agriculture Irrigation,Fire,Thermoelectric Cooling,Unspecified",1,4
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Fire,Other,Recreation,Reservoir Storage",1,7
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Public Supply,Thermoelectric Cooling",1,5
"Agriculture Irrigation,Livestock,Other,Recreation,Unspecified",1,5
"Aquaculture,Commercial/Industrial,Domestic,Livestock,Recreation,Reservoir Storage,Unspecified",1,7
"Agriculture Irrigation,Commercial/Industrial,Domestic,Fire,Livestock,Public Supply,Snow",1,7
"Agriculture Irrigation,Aquaculture,Aquifer Recharge,Commercial/Industrial,Fire,Hydroelectric,Public Supply,Recreation,Reservoir Storage,Unspecified",1,10
"Agriculture Irrigation,Hydroelectric,Livestock,Other,Recreation",1,5
"Commercial/Industrial,In-stream Flow,Unspecified",1,3
"Agriculture Irrigation,Aquaculture,Aquifer Recharge,Commercial/Industrial,Domestic,Fire,In-stream Flow,Livestock,Public Supply,Recreation,Reservoir Storage,Unspecified",1,12
"Agriculture Irrigation,Fire,Other,Public Supply,Recreation",1,5
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Fire,Livestock,Other,Unspecified",1,7
"Agriculture Irrigation,Domestic,Hydroelectric,Livestock,Other",1,5
"Aquaculture,Aquifer Recharge,Fire,Other,Recreation,Reservoir Storage,Unspecified",1,7
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Fire,Hydroelectric,Livestock,Recreation",1,7
"Agriculture Irrigation,Fire,Other,Recreation,Snow,Unspecified",1,6
"Agriculture Irrigation,Aquaculture,Fire,Hydroelectric,Recreation",1,5
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Fire,Livestock,Other,Public Supply,Recreation,Snow,Unspecified",1,11
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Fire,Recreation,Snow",1,7
"Agriculture Irrigation,Aquaculture,Fire,Other,Recreation,Snow,Unspecified",1,7
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Fire,Other,Reservoir Storage",1,7
"Agriculture Irrigation,Aquaculture,Aquifer Recharge,Commercial/Industrial,Domestic,Fire,Hydroelectric,Livestock,Other,Public Supply,Recreation,Reservoir Storage,Snow,Thermoelectric Cooling,Unspecified",1,15
"Agriculture Irrigation,Fire,Livestock,Other,Reservoir Storage,Unspecified",1,6
"Commercial/Industrial,Public Supply,Recreation,Reservoir Storage,Snow",1,5
"Aquaculture,Domestic,Fire,Other",1,4
"Agriculture Irrigation,Aquaculture,Aquifer Recharge,Commercial/Industrial,Domestic,Fire,In-stream Flow,Livestock,Public Supply,Recreation,Unspecified",1,11
"Aquaculture,Fire,Recreation,Snow",1,4
"Aquaculture,Fire,Recreation,Reservoir Storage,Snow",1,5
"Agriculture Irrigation,Commercial/Industrial,Fire,Livestock,Unspecified",1,5
"Aquaculture,Fire,Other,Thermoelectric Cooling,Unspecified",1,5
"Aquaculture,Domestic,Livestock,Other,Reservoir Storage",1,5
"Aquaculture,Domestic,Hydroelectric,Livestock,Reservoir Storage",1,5
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Fire,Unspecified",1,5
"Commercial/Industrial,Fire,Snow",1,3
"Agriculture Irrigation,In-stream Flow,Livestock,Other,Recreation",1,5
"Agriculture Irrigation,Livestock,Municipal Irrigation,Public Supply",1,4
"Agriculture Irrigation,Livestock,Recreation,Reservoir Storage",1,4
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,In-stream Flow,Livestock,Reservoir Storage,Thermoelectric Cooling",1,8
"Agriculture Irrigation,Aquaculture,Thermoelectric Cooling",1,3
"Agriculture Irrigation,Fire,Livestock,Municipal Irrigation,Recreation",1,5
"Agriculture Irrigation,Municipal Irrigation,Thermoelectric Cooling",1,3
"Agriculture Irrigation,In-stream Flow,Municipal Irrigation,Other",1,4
"Agriculture Irrigation,Livestock,Municipal Irrigation,Other,Recreation",1,5
"Agriculture Irrigation,Fire,Municipal Irrigation,Recreation,Reservoir Storage",1,5
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Municipal Irrigation,Recreation,Thermoelectric Cooling",1,7
"Agriculture Irrigation,Fire,Municipal Irrigation,Other,Recreation",1,5
"Aquaculture,Municipal Irrigation,Other,Recreation",1,4
"Agriculture Irrigation,Domestic,Other,Reservoir Storage,Thermoelectric Cooling",1,5
"Agriculture Irrigation,Domestic,Fire,Municipal Irrigation,Other,Recreation,Thermoelectric Cooling",1,7
"Agriculture Irrigation,Domestic,Fire,In-stream Flow,Reservoir Storage",1,5
"Fire,Recreation,Reservoir Storage",1,3
"Agriculture Irrigation,In-stream Flow,Municipal Irrigation,Reservoir Storage",1,4
"Agriculture Irrigation,Aquaculture,Domestic,Livestock,Recreation,Reservoir Storage",1,6
"Aquaculture,Fire,Hydroelectric,Recreation,Reservoir Storage",1,5
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Other,Recreation,Reservoir Storage,Unspecified",1,8
"Domestic,Fire,Reservoir Storage,Unspecified",1,4
"Aquaculture,Commercial/Industrial,Public Supply",1,3
"Aquaculture,Domestic,Fire,Other,Reservoir Storage",1,5
"Agriculture Irrigation,Commercial/Industrial,Livestock,Other,Recreation,Unspecified",1,6
"In-stream Flow,Reservoir Storage",1,2
"Agriculture Irrigation,Domestic,In-stream Flow,Reservoir Storage",1,4
"Agriculture Irrigation,Commercial/Industrial,Fire,Public Supply,Recreation",1,5
"Agriculture Irrigation,Aquifer Recharge,Commercial/Industrial,Domestic,Public Supply,Reservoir Storage",1,6
"Agriculture Irrigation,Commercial/Industrial,Fire,Municipal Irrigation",1,4
"Agriculture Irrigation,Commercial/Industrial,Domestic,Hydroelectric,Livestock,Public Supply,Recreation,Reservoir Storage",1,8
"Commercial/Industrial,Other,Reservoir Storage",1,3
"Agriculture Irrigation,Aquaculture,Domestic,Livestock,Municipal Irrigation,Unspecified",1,6
"Agriculture Irrigation,Recreation,Reservoir Storage",1,3
"Agriculture Irrigation,In-stream Flow,Municipal Irrigation,Recreation,Reservoir Storage",1,5
"Domestic,Fire,Municipal Irrigation,Reservoir Storage",1,4
"Agriculture Irrigation,In-stream Flow,Livestock,Reservoir Storage",1,4
"Commercial/Industrial,Fire,Other,Recreation",1,4
"Agriculture Irrigation,Fire,Hydroelectric,Livestock,Recreation",1,5
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Fire,Public Supply",1,6
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Fire,Livestock,Recreation,Snow,Unspecified",1,9
"Agriculture Irrigation,Aquaculture,Aquifer Recharge,Domestic,Fire,Livestock",1,6
"Agriculture Irrigation,Commercial/Industrial,Domestic,Livestock,Other,Snow,Unspecified",1,7
"Commercial/Industrial,Domestic,Livestock,Other,Snow,Unspecified",1,6
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Other,Public Supply,Recreation,Snow,Unspecified",1,8
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Other,Recreation,Snow,Unspecified",1,8
"Commercial/Industrial,Domestic,Other,Recreation,Snow,Unspecified",1,6
"Aquaculture,Commercial/Industrial,Livestock,Other,Recreation",1,5
"Agriculture Irrigation,Commercial/Industrial,Livestock,Other,Recreation",1,5
"Commercial/Industrial,Domestic,Fire,Livestock,Public Supply,Recreation,Reservoir Storage",1,7
"Aquaculture,Hydroelectric,Livestock",1,3
"Public Supply,Snow",1,2
"Agriculture Irrigation,Aquaculture,Fire,Livestock,Other,Reservoir Storage,Unspecified",1,7
"Agriculture Irrigation,Commercial/Industrial,Fire,Other,Recreation,Reservoir Storage",1,6
"Agriculture Irrigation,Aquaculture,Domestic,Other,Recreation,Snow",1,6
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Fire,Hydroelectric,Livestock,Other,Public Supply,Recreation",1,9
"Agriculture Irrigation,Aquaculture,Commercial/Industrial,Domestic,Livestock,Unspecified",1,6
"Agriculture Irrigation,Aquaculture,Aquifer Recharge,Commercial/Industrial,Domestic,Fire,Hydroelectric,Livestock,Recreation,Unspecified",1,10
"Agriculture Irrigation,Commercial/Industrial,Other,Public Supply,Recreation,Unspecified",1,6
"Agriculture Irrigation,Domestic,Fire,Other,Recreation,Unspecified",1,6
